0.654584 0.358050 0.000000	0.422436 -0.308068 0.000000	-1.077020 -0.049982 0.000000	
0.653940 0.358044 0.000000	0.423128 -0.308356 0.000000	-1.077068 -0.049688 0.000000	
0.653295 0.358038 0.000000	0.423821 -0.308643 0.000000	-1.077116 -0.049394 0.000000	
0.652650 0.358030 0.000000	0.424513 -0.308929 0.000000	-1.077164 -0.049101 0.000000	
0.652005 0.358022 0.000000	0.425206 -0.309215 0.000000	-1.077211 -0.048807 0.000000	
0.651359 0.358013 0.000000	0.425899 -0.309499 0.000000	-1.077258 -0.048514 0.000000	
0.650713 0.358003 0.000000	0.426592 -0.309783 0.000000	-1.077305 -0.048220 0.000000	
0.650066 0.357993 0.000000	0.427285 -0.310066 0.000000	-1.077351 -0.047927 0.000000	
0.649419 0.357981 0.000000	0.427978 -0.310348 0.000000	-1.077397 -0.047633 0.000000	
0.648772 0.357969 0.000000	0.428671 -0.310630 0.000000	-1.077443 -0.047339 0.000000	
0.648124 0.357956 0.000000	0.429364 -0.310910 0.000000	-1.077489 -0.047046 0.000000	
0.647476 0.357942 0.000000	0.430058 -0.311190 0.000000	-1.077534 -0.046752 0.000000	
0.646828 0.357928 0.000000	0.430751 -0.311469 0.000000	-1.077579 -0.046459 0.000000	
0.646179 0.357913 0.000000	0.431445 -0.311748 0.000000	-1.077624 -0.046165 0.000000	
0.645530 0.357897 0.000000	0.432138 -0.312025 0.000000	-1.077668 -0.045871 0.000000	
0.644881 0.357880 0.000000	0.432832 -0.312302 0.000000	-1.077712 -0.045578 0.000000	
0.644231 0.357862 0.000000	0.433526 -0.312578 0.000000	-1.077756 -0.045284 0.000000	
0.643581 0.357844 0.000000	0.434219 -0.312853 0.000000	-1.077800 -0.044991 0.000000	
0.642930 0.357824 0.000000	0.434913 -0.313127 0.000000	-1.077843 -0.044697 0.000000	
0.642279 0.357804 0.000000	0.435607 -0.313401 0.000000	-1.077886 -0.044403 0.000000	
0.641628 0.357784 0.000000	0.436301 -0.313674 0.000000	-1.077929 -0.044110 0.000000	
0.640976 0.357762 0.000000	0.436995 -0.313946 0.000000	-1.077971 -0.043816 0.000000	
0.640324 0.357740 0.000000	0.437689 -0.314217 0.000000	-1.078013 -0.043523 0.000000	
0.639672 0.357716 0.000000	0.438384 -0.314487 0.000000	-1.078055 -0.043229 0.000000	
0.639019 0.357692 0.000000	0.439078 -0.314757 0.000000	-1.078097 -0.042935 0.000000	
0.638366 0.357668 0.000000	0.439772 -0.315026 0.000000	-1.078138 -0.042642 0.000000	
0.637712 0.357642 0.000000	0.440467 -0.315294 0.000000	-1.078179 -0.042348 0.000000	
0.637059 0.357616 0.000000	0.441161 -0.315561 0.000000	-1.078220 -0.042055 0.000000	
0.636404 0.357588 0.000000	0.441856 -0.315827 0.000000	-1.078260 -0.041761 0.000000	
0.635750 0.357560 0.000000	0.442550 -0.316093 0.000000	-1.078300 -0.041468 0.000000	
0.635095 0.357532 0.000000	0.443245 -0.316358 0.000000	-1.078340 -0.041174 0.000000	
0.634440 0.357502 0.000000	0.443940 -0.316622 0.000000	-1.078380 -0.040880 0.000000	
0.633784 0.357472 0.000000	0.444634 -0.316885 0.000000	-1.078419 -0.040587 0.000000	
0.633129 0.357440 0.000000	0.445329 -0.317147 0.000000	-1.078458 -0.040293 0.000000	
0.632472 0.357408 0.000000	0.446024 -0.317409 0.000000	-1.078497 -0.040000 0.000000	
0.631816 0.357375 0.000000	0.446719 -0.317669 0.000000	-1.078535 -0.039706 0.000000	
0.631159 0.357342 0.000000	0.447414 -0.317929 0.000000	-1.078573 -0.039412 0.000000	
0.630502 0.357307 0.000000	0.448109 -0.318189 0.000000	-1.078611 -0.039119 0.000000	
0.629844 0.357272 0.000000	0.448804 -0.318447 0.000000	-1.078648 -0.038825 0.000000	
0.629186 0.357236 0.000000	0.449499 -0.318704 0.000000	-1.078686 -0.038532 0.000000	
0.628528 0.357199 0.000000	0.450194 -0.318961 0.000000	-1.078723 -0.038238 0.000000	
0.627870 0.357162 0.000000	0.450890 -0.319217 0.000000	-1.078759 -0.037945 0.000000	
0.627211 0.357123 0.000000	0.451585 -0.319472 0.000000	-1.078796 -0.037651 0.000000	
0.626552 0.357084 0.000000	0.452280 -0.319726 0.000000	-1.078832 -0.037357 0.000000	
0.625892 0.357044 0.000000	0.452976 -0.319980 0.000000	-1.078868 -0.037064 0.000000	
0.625232 0.357003 0.000000	0.453671 -0.320233 0.000000	-1.078903 -0.036770 0.000000	
0.624572 0.356961 0.000000	0.454366 -0.320484 0.000000	-1.078939 -0.036477 0.000000	
0.623912 0.356919 0.000000	0.455062 -0.320735 0.000000	-1.078973 -0.036183 0.000000	
0.623251 0.356875 0.000000	0.455757 -0.320986 0.000000	-1.079008 -0.035890 0.000000	
0.622590 0.356831 0.000000	0.456453 -0.321235 0.000000	-1.079043 -0.035596 0.000000	
0.621928 0.356786 0.000000	0.457148 -0.321484 0.000000	-1.079077 -0.035302 0.000000	
0.621266 0.356740 0.000000	0.457844 -0.321731 0.000000	-1.079111 -0.035009 0.000000	
0.620604 0.356694 0.000000	0.458540 -0.321978 0.000000	-1.079144 -0.034715 0.000000	
0.619942 0.356646 0.000000	0.459235 -0.322225 0.000000	-1.079177 -0.034422 0.000000	
0.619279 0.356598 0.000000	0.459931 -0.322470 0.000000	-1.079210 -0.034128 0.000000	
0.618616 0.356549 0.000000	0.460627 -0.322714 0.000000	-1.079243 -0.033835 0.000000	
0.617953 0.356499 0.000000	0.461323 -0.322958 0.000000	-1.079275 -0.033541 0.000000	
0.617289 0.356448 0.000000	0.462018 -0.323201 0.000000	-1.079308 -0.033247 0.000000	
0.616625 0.356397 0.000000	0.462714 -0.323443 0.000000	-1.079339 -0.032954 0.000000	
0.615961 0.356344 0.000000	0.463410 -0.323684 0.000000	-1.079371 -0.032660 0.000000	
0.615296 0.356291 0.000000	0.464106 -0.323925 0.000000	-1.079402 -0.032367 0.000000	
0.614632 0.356237 0.000000	0.464802 -0.324164 0.000000	-1.079433 -0.032073 0.000000	
0.613966 0.356182 0.000000	0.465497 -0.324403 0.000000	-1.079464 -0.031780 0.000000	
0.613301 0.356127 0.000000	0.466193 -0.324641 0.000000	-1.079494 -0.031486 0.000000	
0.612635 0.356070 0.000000	0.466889 -0.324878 0.000000	-1.079524 -0.031192 0.000000	
0.611969 0.356013 0.000000	0.467585 -0.325114 0.000000	-1.079554 -0.030899 0.000000	
0.611303 0.355955 0.000000	0.468281 -0.325350 0.000000	-1.079584 -0.030605 0.000000	
0.610636 0.355896 0.000000	0.468977 -0.325584 0.000000	-1.079613 -0.030312 0.000000	
0.609969 0.355836 0.000000	0.469673 -0.325818 0.000000	-1.079642 -0.030018 0.000000	
0.609302 0.355775 0.000000	0.470369 -0.326051 0.000000	-1.079671 -0.029725 0.000000	
0.608634 0.355714 0.000000	0.471065 -0.326283 0.000000	-1.079699 -0.029431 0.000000	
0.607966 0.355652 0.000000	0.471761 -0.326514 0.000000	-1.079727 -0.029137 0.000000	
0.607298 0.355589 0.000000	0.472457 -0.326745 0.000000	-1.079755 -0.028844 0.000000	
0.606630 0.355525 0.000000	0.473153 -0.326974 0.000000	-1.079783 -0.028550 0.000000	
0.605961 0.355460 0.000000	0.473849 -0.327203 0.000000	-1.079810 -0.028257 0.000000	
0.605292 0.355394 0.000000	0.474545 -0.327431 0.000000	-1.079837 -0.027963 0.000000	
0.604623 0.355328 0.000000	0.475241 -0.327658 0.000000	-1.079864 -0.027670 0.000000	
0.603953 0.355261 0.000000	0.475937 -0.327885 0.000000	-1.079890 -0.027376 0.000000	
0.603284 0.355193 0.000000	0.476633 -0.328110 0.000000	-1.079916 -0.027083 0.000000	
0.602613 0.355124 0.000000	0.477329 -0.328335 0.000000	-1.079942 -0.026789 0.000000	
0.601943 0.355054 0.000000	0.478025 -0.328559 0.000000	-1.079968 -0.026495 0.000000	
0.601272 0.354983 0.000000	0.478721 -0.328782 0.000000	-1.079993 -0.026202 0.000000	
0.600602 0.354912 0.000000	0.479417 -0.329004 0.000000	-1.080018 -0.025908 0.000000	
0.599930 0.354840 0.000000	0.480113 -0.329225 0.000000	-1.080043 -0.025615 0.000000	
0.599259 0.354767 0.000000	0.480808 -0.329445 0.000000	-1.080067 -0.025321 0.000000	
0.598587 0.354693 0.000000	0.481504 -0.329665 0.000000	-1.080091 -0.025028 0.000000	
0.597915 0.354618 0.000000	0.482200 -0.329884 0.000000	-1.080115 -0.024734 0.000000	
0.597243 0.354542 0.000000	0.482896 -0.330102 0.000000	-1.080139 -0.024441 0.000000	
0.596570 0.354466 0.000000	0.483592 -0.330319 0.000000	-1.080162 -0.024147 0.000000	
0.595898 0.354389 0.000000	0.484288 -0.330535 0.000000	-1.080185 -0.023853 0.000000	
0.595224 0.354311 0.000000	0.484984 -0.330751 0.000000	-1.080208 -0.023560 0.000000	
0.594551 0.354232 0.000000	0.485679 -0.330965 0.000000	-1.080231 -0.023266 0.000000	
0.593878 0.354152 0.000000	0.486375 -0.331179 0.000000	-1.080253 -0.022973 0.000000	
0.593204 0.354071 0.000000	0.487071 -0.331392 0.000000	-1.080275 -0.022679 0.000000	
0.592530 0.353990 0.000000	0.487767 -0.331604 0.000000	-1.080296 -0.022386 0.000000	
0.591855 0.353907 0.000000	0.488462 -0.331815 0.000000	-1.080318 -0.022092 0.000000	
0.591181 0.353824 0.000000	0.489158 -0.332026 0.000000	-1.080339 -0.021799 0.000000	
0.590506 0.353740 0.000000	0.489854 -0.332235 0.000000	-1.080359 -0.021505 0.000000	
0.589831 0.353655 0.000000	0.490549 -0.332444 0.000000	-1.080380 -0.021211 0.000000	
0.589155 0.353570 0.000000	0.491245 -0.332652 0.000000	-1.080400 -0.020918 0.000000	
0.588480 0.353483 0.000000	0.491940 -0.332859 0.000000	-1.080420 -0.020624 0.000000	
0.587804 0.353396 0.000000	0.492636 -0.333065 0.000000	-1.080440 -0.020331 0.000000	
0.587128 0.353308 0.000000	0.493331 -0.333270 0.000000	-1.080459 -0.020037 0.000000	
0.586451 0.353219 0.000000	0.494027 -0.333475 0.000000	-1.080478 -0.019744 0.000000	
0.585775 0.353129 0.000000	0.494722 -0.333679 0.000000	-1.080497 -0.019450 0.000000	
0.585098 0.353038 0.000000	0.495418 -0.333881 0.000000	-1.080516 -0.019157 0.000000	
0.584421 0.352946 0.000000	0.496113 -0.334083 0.000000	-1.080534 -0.018863 0.000000	
0.583744 0.352854 0.000000	0.496808 -0.334284 0.000000	-1.080552 -0.018569 0.000000	
0.583066 0.352761 0.000000	0.497503 -0.334485 0.000000	-1.080569 -0.018276 0.000000	
0.582388 0.352667 0.000000	0.498198 -0.334684 0.000000	-1.080587 -0.017982 0.000000	
0.581710 0.352572 0.000000	0.498894 -0.334883 0.000000	-1.080604 -0.017689 0.000000	
0.581032 0.352476 0.000000	0.499589 -0.335080 0.000000	-1.080621 -0.017395 0.000000	
0.580354 0.352379 0.000000	0.500284 -0.335277 0.000000	-1.080637 -0.017102 0.000000	
0.579675 0.352282 0.000000	0.500979 -0.335473 0.000000	-1.080654 -0.016808 0.000000	
0.578996 0.352183 0.000000	0.501673 -0.335669 0.000000	-1.080670 -0.016515 0.000000	
0.578317 0.352084 0.000000	0.502368 -0.335863 0.000000	-1.080685 -0.016221 0.000000	
0.577638 0.351984 0.000000	0.503063 -0.336056 0.000000	-1.080701 -0.015928 0.000000	
0.576958 0.351883 0.000000	0.503758 -0.336249 0.000000	-1.080716 -0.015634 0.000000	
0.576278 0.351781 0.000000	0.504452 -0.336441 0.000000	-1.080731 -0.015340 0.000000	
0.575598 0.351679 0.000000	0.505147 -0.336632 0.000000	-1.080745 -0.015047 0.000000	
0.574918 0.351575 0.000000	0.505842 -0.336822 0.000000	-1.080759 -0.014753 0.000000	
0.574237 0.351471 0.000000	0.506536 -0.337011 0.000000	-1.080773 -0.014460 0.000000	
0.573557 0.351366 0.000000	0.507230 -0.337199 0.000000	-1.080787 -0.014166 0.000000	
0.572876 0.351260 0.000000	0.507925 -0.337387 0.000000	-1.080801 -0.013873 0.000000	
0.572195 0.351153 0.000000	0.508619 -0.337574 0.000000	-1.080814 -0.013579 0.000000	
0.571513 0.351045 0.000000	0.509313 -0.337759 0.000000	-1.080827 -0.013286 0.000000	
0.570832 0.350937 0.000000	0.510007 -0.337944 0.000000	-1.080839 -0.012992 0.000000	
0.570150 0.350827 0.000000	0.510701 -0.338129 0.000000	-1.080852 -0.012699 0.000000	
0.569468 0.350717 0.000000	0.511395 -0.338312 0.000000	-1.080864 -0.012405 0.000000	
0.568786 0.350606 0.000000	0.512089 -0.338494 0.000000	-1.080875 -0.012112 0.000000	
0.568104 0.350494 0.000000	0.512783 -0.338676 0.000000	-1.080887 -0.011818 0.000000	
0.567421 0.350381 0.000000	0.513477 -0.338857 0.000000	-1.080898 -0.011524 0.000000	
0.566738 0.350267 0.000000	0.514171 -0.339036 0.000000	-1.080909 -0.011231 0.000000	
0.566056 0.350153 0.000000	0.514864 -0.339215 0.000000	-1.080920 -0.010937 0.000000	
0.565372 0.350037 0.000000	0.515558 -0.339394 0.000000	-1.080930 -0.010644 0.000000	
0.564689 0.349921 0.000000	0.516251 -0.339571 0.000000	-1.080940 -0.010350 0.000000	
0.564006 0.349804 0.000000	0.516944 -0.339747 0.000000	-1.080950 -0.010057 0.000000	
0.563322 0.349686 0.000000	0.517638 -0.339923 0.000000	-1.080959 -0.009763 0.000000	
0.562638 0.349567 0.000000	0.518331 -0.340098 0.000000	-1.080969 -0.009470 0.000000	
0.561954 0.349448 0.000000	0.519024 -0.340271 0.000000	-1.080977 -0.009176 0.000000	
0.561269 0.349327 0.000000	0.519717 -0.340445 0.000000	-1.080986 -0.008883 0.000000	
0.560585 0.349206 0.000000	0.520410 -0.340617 0.000000	-1.080995 -0.008589 0.000000	
0.559900 0.349084 0.000000	0.521102 -0.340788 0.000000	-1.081003 -0.008296 0.000000	
0.559216 0.348960 0.000000	0.521795 -0.340958 0.000000	-1.081010 -0.008002 0.000000	
0.558530 0.348837 0.000000	0.522487 -0.341128 0.000000	-1.081018 -0.007708 0.000000	
0.557845 0.348712 0.000000	0.523180 -0.341297 0.000000	-1.081025 -0.007415 0.000000	
0.557160 0.348586 0.000000	0.523872 -0.341465 0.000000	-1.081032 -0.007121 0.000000	
0.556474 0.348460 0.000000	0.524565 -0.341632 0.000000	-1.081039 -0.006828 0.000000	
0.555789 0.348332 0.000000	0.525257 -0.341798 0.000000	-1.081045 -0.006534 0.000000	
0.555103 0.348204 0.000000	0.525949 -0.341963 0.000000	-1.081051 -0.006241 0.000000	
0.554417 0.348075 0.000000	0.526641 -0.342128 0.000000	-1.081057 -0.005947 0.000000	
0.553730 0.347945 0.000000	0.527333 -0.342291 0.000000	-1.081063 -0.005654 0.000000	
0.553044 0.347814 0.000000	0.528024 -0.342454 0.000000	-1.081068 -0.005360 0.000000	
0.552357 0.347683 0.000000	0.528716 -0.342616 0.000000	-1.081073 -0.005067 0.000000	
0.551671 0.347550 0.000000	0.529407 -0.342777 0.000000	-1.081078 -0.004773 0.000000	
0.550984 0.347417 0.000000	0.530099 -0.342937 0.000000	-1.081082 -0.004480 0.000000	
0.550297 0.347283 0.000000	0.530790 -0.343097 0.000000	-1.081087 -0.004186 0.000000	
0.549609 0.347147 0.000000	0.531481 -0.343255 0.000000	-1.081090 -0.003892 0.000000	
0.548922 0.347012 0.000000	0.532172 -0.343413 0.000000	-1.081094 -0.003599 0.000000	
0.548234 0.346875 0.000000	0.532863 -0.343569 0.000000	-1.081097 -0.003305 0.000000	
0.547547 0.346737 0.000000	0.533554 -0.343725 0.000000	-1.081100 -0.003012 0.000000	
0.546859 0.346599 0.000000	0.534244 -0.343880 0.000000	-1.081103 -0.002718 0.000000	
0.546171 0.346459 0.000000	0.534935 -0.344034 0.000000	-1.081106 -0.002425 0.000000	
0.545483 0.346319 0.000000	0.535625 -0.344188 0.000000	-1.081108 -0.002131 0.000000	
0.544794 0.346178 0.000000	0.536316 -0.344340 0.000000	-1.081110 -0.001838 0.000000	
0.544106 0.346036 0.000000	0.537006 -0.344492 0.000000	-1.081111 -0.001544 0.000000	
0.543417 0.345893 0.000000	0.537696 -0.344643 0.000000	-1.081113 -0.001251 0.000000	
0.542728 0.345750 0.000000	0.538386 -0.344792 0.000000	-1.081114 -0.000957 0.000000	
0.542039 0.345605 0.000000	0.539075 -0.344942 0.000000	-1.081115 -0.000664 0.000000	
0.541350 0.345460 0.000000	0.539765 -0.345090 0.000000	-1.081115 -0.000370 0.000000	
0.540661 0.345314 0.000000	0.540454 -0.345237 0.000000	-1.081115 -0.000077 0.000000	
0.539972 0.345166 0.000000	0.541144 -0.345383 0.000000	-1.081115 0.000217 0.000000	
0.539282 0.345019 0.000000	0.541833 -0.345529 0.000000	-1.081115 0.000511 0.000000	
0.538593 0.344870 0.000000	0.542522 -0.345674 0.000000	-1.081114 0.000804 0.000000	
0.537903 0.344720 0.000000	0.543211 -0.345818 0.000000	-1.081113 0.001098 0.000000	
0.537213 0.344570 0.000000	0.543899 -0.345961 0.000000	-1.081112 0.001391 0.000000	
0.536523 0.344418 0.000000	0.544588 -0.346103 0.000000	-1.081111 0.001685 0.000000	
0.535833 0.344266 0.000000	0.545276 -0.346244 0.000000	-1.081109 0.001978 0.000000	
0.535142 0.344113 0.000000	0.545965 -0.346385 0.000000	-1.081107 0.002272 0.000000	
0.534452 0.343959 0.000000	0.546653 -0.346524 0.000000	-1.081105 0.002565 0.000000	
0.533761 0.343804 0.000000	0.547341 -0.346663 0.000000	-1.081102 0.002859 0.000000	
0.533071 0.343649 0.000000	0.548029 -0.346801 0.000000	-1.081099 0.003152 0.000000	
0.532380 0.343492 0.000000	0.548716 -0.346938 0.000000	-1.081096 0.003446 0.000000	
0.531689 0.343335 0.000000	0.549404 -0.347074 0.000000	-1.081093 0.003739 0.000000	
0.530998 0.343176 0.000000	0.550091 -0.347209 0.000000	-1.081089 0.004033 0.000000	
0.530307 0.343017 0.000000	0.550778 -0.347344 0.000000	-1.081085 0.004327 0.000000	
0.529615 0.342857 0.000000	0.551465 -0.347477 0.000000	-1.081081 0.004620 0.000000	
0.528924 0.342697 0.000000	0.552152 -0.347610 0.000000	-1.081076 0.004914 0.000000	
0.528233 0.342535 0.000000	0.552839 -0.347742 0.000000	-1.081071 0.005207 0.000000	
0.527541 0.342372 0.000000	0.553525 -0.347873 0.000000	-1.081066 0.005501 0.000000	
0.526849 0.342209 0.000000	0.554212 -0.348003 0.000000	-1.081061 0.005794 0.000000	
0.526157 0.342045 0.000000	0.554898 -0.348133 0.000000	-1.081055 0.006088 0.000000	
0.525465 0.341880 0.000000	0.555584 -0.348261 0.000000	-1.081049 0.006381 0.000000	
0.524773 0.341714 0.000000	0.556270 -0.348389 0.000000	-1.081043 0.006675 0.000000	
0.524081 0.341547 0.000000	0.556955 -0.348515 0.000000	-1.081037 0.006968 0.000000	
0.523389 0.341379 0.000000	0.557641 -0.348641 0.000000	-1.081030 0.007262 0.000000	
0.522696 0.341211 0.000000	0.558326 -0.348766 0.000000	-1.081023 0.007555 0.000000	
0.522004 0.341042 0.000000	0.559011 -0.348891 0.000000	-1.081015 0.007849 0.000000	
0.521311 0.340871 0.000000	0.559696 -0.349014 0.000000	-1.081008 0.008143 0.000000	
0.520619 0.340700 0.000000	0.560381 -0.349136 0.000000	-1.081000 0.008436 0.000000	
0.519926 0.340528 0.000000	0.561066 -0.349258 0.000000	-1.080992 0.008730 0.000000	
0.519233 0.340356 0.000000	0.561750 -0.349379 0.000000	-1.080983 0.009023 0.000000	
0.518540 0.340182 0.000000	0.562434 -0.349499 0.000000	-1.080974 0.009317 0.000000	
0.517847 0.340007 0.000000	0.563118 -0.349618 0.000000	-1.080965 0.009610 0.000000	
0.517154 0.339832 0.000000	0.563802 -0.349736 0.000000	-1.080956 0.009904 0.000000	
0.516461 0.339656 0.000000	0.564486 -0.349853 0.000000	-1.080946 0.010197 0.000000	
0.515767 0.339479 0.000000	0.565169 -0.349970 0.000000	-1.080936 0.010491 0.000000	
0.515074 0.339301 0.000000	0.565852 -0.350085 0.000000	-1.080926 0.010784 0.000000	
0.514380 0.339122 0.000000	0.566535 -0.350200 0.000000	-1.080916 0.011078 0.000000	
0.513687 0.338943 0.000000	0.567218 -0.350314 0.000000	-1.080905 0.011371 0.000000	
0.512993 0.338762 0.000000	0.567901 -0.350427 0.000000	-1.080894 0.011665 0.000000	
0.512299 0.338581 0.000000	0.568583 -0.350539 0.000000	-1.080883 0.011959 0.000000	
0.511606 0.338399 0.000000	0.569266 -0.350651 0.000000	-1.080871 0.012252 0.000000	
0.510912 0.338215 0.000000	0.569948 -0.350761 0.000000	-1.080859 0.012546 0.000000	
0.510218 0.338032 0.000000	0.570630 -0.350871 0.000000	-1.080847 0.012839 0.000000	
0.509524 0.337847 0.000000	0.571311 -0.350980 0.000000	-1.080835 0.013133 0.000000	
0.508830 0.337661 0.000000	0.571993 -0.351088 0.000000	-1.080822 0.013426 0.000000	
0.508135 0.337475 0.000000	0.572674 -0.351195 0.000000	-1.080809 0.013720 0.000000	
0.507441 0.337288 0.000000	0.573355 -0.351301 0.000000	-1.080796 0.014013 0.000000	
0.506747 0.337099 0.000000	0.574036 -0.351406 0.000000	-1.080782 0.014307 0.000000	
0.506052 0.336910 0.000000	0.574716 -0.351511 0.000000	-1.080769 0.014600 0.000000	
0.505358 0.336721 0.000000	0.575397 -0.351615 0.000000	-1.080754 0.014894 0.000000	
0.504663 0.336530 0.000000	0.576077 -0.351717 0.000000	-1.080740 0.015187 0.000000	
0.503969 0.336338 0.000000	0.576757 -0.351819 0.000000	-1.080725 0.015481 0.000000	
0.503274 0.336146 0.000000	0.577436 -0.351921 0.000000	-1.080710 0.015775 0.000000	
0.502579 0.335953 0.000000	0.578116 -0.352021 0.000000	-1.080695 0.016068 0.000000	
0.501885 0.335759 0.000000	0.578795 -0.352120 0.000000	-1.080680 0.016362 0.000000	
0.501190 0.335564 0.000000	0.579474 -0.352219 0.000000	-1.080664 0.016655 0.000000	
0.500495 0.335368 0.000000	0.580153 -0.352317 0.000000	-1.080648 0.016949 0.000000	
0.499800 0.335171 0.000000	0.580831 -0.352414 0.000000	-1.080631 0.017242 0.000000	
0.499105 0.334974 0.000000	0.581510 -0.352510 0.000000	-1.080615 0.017536 0.000000	
0.498410 0.334775 0.000000	0.582188 -0.352605 0.000000	-1.080598 0.017829 0.000000	
0.497715 0.334576 0.000000	0.582866 -0.352699 0.000000	-1.080581 0.018123 0.000000	
0.497020 0.334376 0.000000	0.583543 -0.352793 0.000000	-1.080563 0.018416 0.000000	
0.496324 0.334175 0.000000	0.584221 -0.352885 0.000000	-1.080545 0.018710 0.000000	
0.495629 0.333974 0.000000	0.584898 -0.352977 0.000000	-1.080527 0.019004 0.000000	
0.494934 0.333771 0.000000	0.585575 -0.353068 0.000000	-1.080509 0.019297 0.000000	
0.494239 0.333568 0.000000	0.586252 -0.353158 0.000000	-1.080490 0.019591 0.000000	
0.493543 0.333363 0.000000	0.586928 -0.353248 0.000000	-1.080471 0.019884 0.000000	
0.492848 0.333158 0.000000	0.587604 -0.353336 0.000000	-1.080452 0.020178 0.000000	
0.492152 0.332952 0.000000	0.588280 -0.353424 0.000000	-1.080433 0.020471 0.000000	
0.491457 0.332746 0.000000	0.588956 -0.353510 0.000000	-1.080413 0.020765 0.000000	
0.490761 0.332538 0.000000	0.589632 -0.353596 0.000000	-1.080393 0.021058 0.000000	
0.490066 0.332329 0.000000	0.590307 -0.353681 0.000000	-1.080373 0.021352 0.000000	
0.489370 0.332120 0.000000	0.590982 -0.353766 0.000000	-1.080352 0.021646 0.000000	
0.488675 0.331910 0.000000	0.591657 -0.353849 0.000000	-1.080331 0.021939 0.000000	
0.487979 0.331699 0.000000	0.592331 -0.353932 0.000000	-1.080310 0.022233 0.000000	
0.487283 0.331487 0.000000	0.593005 -0.354013 0.000000	-1.080289 0.022526 0.000000	
0.486588 0.331274 0.000000	0.593679 -0.354094 0.000000	-1.080267 0.022820 0.000000	
0.485892 0.331061 0.000000	0.594353 -0.354174 0.000000	-1.080245 0.023113 0.000000	
0.485196 0.330847 0.000000	0.595026 -0.354253 0.000000	-1.080223 0.023407 0.000000	
0.484500 0.330631 0.000000	0.595700 -0.354332 0.000000	-1.080200 0.023700 0.000000	
0.483805 0.330415 0.000000	0.596372 -0.354409 0.000000	-1.080177 0.023994 0.000000	
0.483109 0.330198 0.000000	0.597045 -0.354486 0.000000	-1.080154 0.024288 0.000000	
0.482413 0.329981 0.000000	0.597718 -0.354562 0.000000	-1.080131 0.024581 0.000000	
0.481717 0.329762 0.000000	0.598390 -0.354637 0.000000	-1.080107 0.024875 0.000000	
0.481021 0.329543 0.000000	0.599062 -0.354711 0.000000	-1.080083 0.025168 0.000000	
0.480326 0.329322 0.000000	0.599733 -0.354784 0.000000	-1.080059 0.025462 0.000000	
0.479630 0.329101 0.000000	0.600404 -0.354857 0.000000	-1.080034 0.025755 0.000000	
0.478934 0.328879 0.000000	0.601075 -0.354928 0.000000	-1.080009 0.026049 0.000000	
0.478238 0.328657 0.000000	0.601746 -0.354999 0.000000	-1.079984 0.026342 0.000000	
0.477542 0.328433 0.000000	0.602417 -0.355069 0.000000	-1.079959 0.026636 0.000000	
0.476846 0.328209 0.000000	0.603087 -0.355138 0.000000	-1.079933 0.026930 0.000000	
0.476150 0.327984 0.000000	0.603757 -0.355207 0.000000	-1.079907 0.027223 0.000000	
0.475454 0.327757 0.000000	0.604427 -0.355274 0.000000	-1.079881 0.027517 0.000000	
0.474758 0.327531 0.000000	0.605096 -0.355341 0.000000	-1.079854 0.027810 0.000000	
0.474062 0.327303 0.000000	0.605765 -0.355407 0.000000	-1.079827 0.028104 0.000000	
0.473366 0.327074 0.000000	0.606434 -0.355472 0.000000	-1.079800 0.028397 0.000000	
0.472670 0.326845 0.000000	0.607103 -0.355536 0.000000	-1.079773 0.028691 0.000000	
0.471975 0.326615 0.000000	0.607771 -0.355599 0.000000	-1.079745 0.028985 0.000000	
0.471279 0.326384 0.000000	0.608439 -0.355662 0.000000	-1.079717 0.029278 0.000000	
0.470583 0.326152 0.000000	0.609106 -0.355723 0.000000	-1.079689 0.029572 0.000000	
0.469887 0.325919 0.000000	0.609774 -0.355784 0.000000	-1.079661 0.029865 0.000000	
0.469191 0.325685 0.000000	0.610441 -0.355844 0.000000	-1.079632 0.030159 0.000000	
0.468495 0.325451 0.000000	0.611108 -0.355903 0.000000	-1.079603 0.030452 0.000000	
0.467799 0.325216 0.000000	0.611774 -0.355962 0.000000	-1.079573 0.030746 0.000000	
0.467103 0.324980 0.000000	0.612440 -0.356019 0.000000	-1.079544 0.031039 0.000000	
0.466407 0.324743 0.000000	0.613106 -0.356076 0.000000	-1.079514 0.031333 0.000000	
0.465711 0.324505 0.000000	0.613772 -0.356132 0.000000	-1.079483 0.031627 0.000000	
0.465016 0.324267 0.000000	0.614437 -0.356187 0.000000	-1.079453 0.031920 0.000000	
0.464320 0.324027 0.000000	0.615102 -0.356241 0.000000	-1.079422 0.032214 0.000000	
0.463624 0.323787 0.000000	0.615767 -0.356295 0.000000	-1.079391 0.032507 0.000000	
0.462928 0.323546 0.000000	0.616431 -0.356347 0.000000	-1.079360 0.032801 0.000000	
0.462233 0.323304 0.000000	0.617095 -0.356399 0.000000	-1.079328 0.033094 0.000000	
0.461537 0.323062 0.000000	0.617759 -0.356450 0.000000	-1.079296 0.033388 0.000000	
0.460841 0.322818 0.000000	0.618423 -0.356500 0.000000	-1.079264 0.033682 0.000000	
0.460145 0.322574 0.000000	0.619086 -0.356549 0.000000	-1.079231 0.033975 0.000000	
0.459450 0.322329 0.000000	0.619749 -0.356598 0.000000	-1.079199 0.034269 0.000000	
